"","nome","responsabilidade","municipio","uf","logradouro","termo_convenio","data_de_entrega","pagamento_total","valor_pacutado","problema_encontrado"
"2982","Creche do Bairro Alecrim","Municipal","Estância","SE","travessa b quadra e","9342/2014",NA,"268247","1411494","não iniciada"
"2983","Conselheiro Josino - Campos dos Goytacazes - RJ","Municipal","Campos dos Goytacazes","RJ","avenida theotônio ferreira de araújo","7600/2013",NA,"254858","1071306","não iniciada"
"2984","Parque Imperial - Campos dos Goytacazes - RJ","Municipal","Campos dos Goytacazes","RJ","antonio silva neto","7600/2013","2014-07-19","250771","1054129","não iniciada / já devia ter sido entregue"
"2985","Estância da Penha - Campos dos Goytacazes - RJ","Municipal","Campos dos Goytacazes","RJ","rua ii / rua x / rua xi / rua dr. josé machado pinheiro","7600/2013","2014-09-17","434741","1827454","não iniciada / já devia ter sido entregue"
"2986","Donana - Campos dos Goytacazes - RJ","Municipal","Campos dos Goytacazes","RJ","rua projetada dr. gregório de miranda pinto","7600/2013",NA,"428896","1802883","não iniciada"
"2987","BELA VISTA - Sátiro Dias - BA","Municipal","Sátiro Dias","BA","rua das flores","19723/2014","2018-09-02","0","1217167","em andamento / já devia ter sido entregue"
"2988","PA BOA VIDA - Zé Doca - MA","Municipal","Zé Doca","MA","boa vida","22687/2014",NA,"14496","282647","não iniciada"
"2989","ESCOLA MUNICIPAL MONSENHOR DOMINGOS - Divinolândia de Minas - MG","Municipal","Divinolândia de Minas","MG","corrego santa cruz","19579/2014","2018-04-09","820320","1000727","paralisada / já devia ter sido entregue"
"2990","PONTAL - Serranópolis de Minas - MG","Municipal","Serranópolis de Minas","MG","comunidade pontal","19656/2014",NA,"170510","258654","paralisada"
"2991","TERRENO AO LADO DA ESCOLA MUNICIPAL DELFIM MOREIRA - Virginópolis - MG","Municipal","Virginópolis","MG","fazenda monjolos","19661/2014",NA,"237920","1221243","paralisada"
"2992","Equipamento Comunitário - Alto Paraguai - MT","Municipal","Alto Paraguai","MT","assentamento ema","23380/2014","2018-12-31","256550","1034876","paralisada"
"2993","PA Santa Clara - Vila Rica - MT","Municipal","Vila Rica","MT","pa santa clara","22552/2014","2018-08-08","63975","252026","em andamento / já devia ter sido entregue"
"2994","PA Paraíso do Rio Preto - Vila Rica - MT","Municipal","Vila Rica","MT","pa paraíso do rio preto","22552/2014","2018-08-08","72897","246420","em andamento / já devia ter sido entregue"
"2995","Cacau - Colares - PA","Municipal","Colares","PA","comunidade quilombola do cacau","22306/2014","2016-11-02","25730","272227","paralisada / já devia ter sido entregue"
"2996","Mocajatuba - Colares - PA","Municipal","Colares","PA","rua principal/francisco palheta","22306/2014","2016-11-02","62076","1220053","paralisada / já devia ter sido entregue"
"2997","MARIA DA CONCEIÇÃO LOPES DE BARROS - Limoeiro do Ajuru - PA","Municipal","Limoeiro do Ajuru","PA","rua projetada","22314/2014","2018-08-14","345926","1032610","em andamento / já devia ter sido entregue"
"2998","Siloé - Mocajuba - PA","Municipal","Mocajuba","PA","comunidade de siloé","22884/2014","2016-12-30","54738","1075826","paralisada / já devia ter sido entregue"
"2999","Aldrovando  Santana - Santana do Livramento - RS","Municipal","Santana do Livramento","RS","passo das pedras","19901/2014","2016-10-18","29161","261274","em andamento / já devia ter sido entregue"
"3000","E.M.E.F. Catão Peres - São Gabriel - RS","Municipal","São Gabriel","RS","rs 630","19910/2014","2017-09-22","240859","1207547","paralisada / já devia ter sido entregue"
"3001","NOVA ESCOLA SANTA MARIA - Tracuateua - PA","Municipal","Tracuateua","PA","estrada de santa maria km 07","22338/2014","2016-12-31","62634","1221243","paralisada / já devia ter sido entregue"
"3002","NOVA ESCOLA MANOEL DOS SANTOS - Tracuateua - PA","Municipal","Tracuateua","PA","rodovia pa 242","22338/2014","2016-12-31","62634","1221243","paralisada / já devia ter sido entregue"
"3003","Escola de Ensino Fundamental de Serra dos Brandões - Picuí - PB","Municipal","Picuí","PB","rua josé marques de andrade","19470/2014","2018-06-19","418080","1125638","paralisada / já devia ter sido entregue"
"3004","TERRENO BOMFIM - Fátima - BA","Municipal","Fátima","BA","povoado bomfim","19627/2014","2018-08-26","623249","1218775","em andamento / já devia ter sido entregue"
"3005","Escola Nova Salinas - Campo Maior - PI","Municipal","Campo Maior","PI","localidade salinas","22635/2014",NA,"98421","292623","paralisada"
"3006","U.E. JOSE REBELO DO REGO - Miguel Alves - PI","Municipal","Miguel Alves","PI","piedade","22629/2014",NA,"220368","774987","paralisada"
"3007","U.E. JOSE TEIXEIRA FILHO - Miguel Alves - PI","Municipal","Miguel Alves","PI","lembrança","22629/2014",NA,"152392","774912","paralisada"
"3008","PREFEITURA MUNICIPAL DE UNISTALDA - Unistalda - RS","Municipal","Unistalda","RS","Não informado","19935/2014",NA,"786011","1223476","paralisada / sem endereço"
"3009","E.M. ASSENTAMENTO VAZA BARRIS - Pinhão - SE","Municipal","Pinhão","SE","Não informado","19814/2014","2018-07-24","673381","1221095","em andamento / já devia ter sido entregue / sem endereço"
"3010","Assentamento Vargem Dourada - Abreulândia - TO","Municipal","Abreulândia","TO","projeto de assentamento vargem dourada","19816/2014",NA,"244666","1217955","paralisada"
"3011","Assentamento Baronesa - Abreulândia - TO","Municipal","Abreulândia","TO","projeto de assentamento baronesa","19816/2014",NA,"288438","1123696","paralisada"
"3012","Assentamento Pontal das Estrelas - Araguaçu - TO","Municipal","Araguaçu","TO","to 373","19824/2014","2018-08-15","644445","1119393","em andamento / já devia ter sido entregue"
"3013","Escola Municipal Maurício de Andrade - Goiatins - TO","Municipal","Goiatins","TO","povoado barra da estiva","19981/2014","2018-12-31","145651","291259","paralisada"
"3014","Escola Municipal José Santana Cavalcante da Luz - Goiatins - TO","Municipal","Goiatins","TO","fazenda limpão","19981/2014","2018-12-31","490875","981603","paralisada"
"3015","Escola Municipal José de Carvalho - Goiatins - TO","Municipal","Goiatins","TO","povoado craolândia","19981/2014","2018-12-31","494331","1014953","paralisada"
"3016","Remansão - Nova Olinda - TO","Municipal","Nova Olinda","TO","remansão","20002/2014","2018-08-27","108281","292623","em andamento / já devia ter sido entregue"
"3017","Escola Municipal Albino - Paranã - TO","Municipal","Paranã","TO","território quilombola mimoso","20008/2014",NA,"7994","155872","não iniciada"
"3018","Escola Municipal Professora Cândida - Paranã - TO","Municipal","Paranã","TO","povoado campo alegre","20008/2014","2017-04-20","563596","1042515","paralisada / já devia ter sido entregue"
"3019","Escola Municipal Mangueira - Paranã - TO","Municipal","Paranã","TO","estrada vicinal","20008/2014","2016-03-30","130167","268002","paralisada / já devia ter sido entregue"
"3020","CALADO - Manacapuru - AM","Municipal","Manacapuru","AM","lago do calado","19601/2014","2018-05-16","268854","1126493","paralisada / já devia ter sido entregue"
"3021","POV. POSTO DE ADONIAS - Pedro Alexandre - BA","Municipal","Pedro Alexandre","BA","rua principal do pov. posto de adonias","19713/2014","2018-07-17","441036","1221565","em andamento / já devia ter sido entregue"
"3022","ESCOLA NICOLAU PINTO MARIANO GUEREIRO","Municipal","Xique-Xique","BA","rua nicolau pinto mariano guerreiro","19727/2014",NA,"212004","1104032","paralisada"
"3023","Escola Municipal Viriato Correia - Itinga do Maranhão - MA","Municipal","Itinga do Maranhão","MA","rua bandeirantes","22573/2014",NA,"573470","4222710","paralisada"
"3024","PA SANTO ANTÔNIO - Pirapemas - MA","Municipal","Pirapemas","MA","pa santo antonio","22636/2014","2018-08-03","0","159105","em andamento / já devia ter sido entregue"
"3025","POV SÃO SEBASTIÃO - Pirapemas - MA","Municipal","Pirapemas","MA","povoado são sebastião","22636/2014","2018-08-03","36955","159105","em andamento / já devia ter sido entregue"
"3026","4-Povoado-Terra-Dura - São Francisco do Maranhão - MA","Municipal","São Francisco do Maranhão","MA","estrada vicinal","22660/2014","2014-09-25","57761","292604","não iniciada / já devia ter sido entregue"
"3027","1-Povoado-Boa Esperança - São Francisco do Maranhão - MA","Municipal","São Francisco do Maranhão","MA","estrada vicinal","22660/2014","2014-09-25","57761","292604","não iniciada / já devia ter sido entregue"
"3028","2-Povoado-Lagoa-do-Luizão - São Francisco do Maranhão - MA","Municipal","São Francisco do Maranhão","MA","estrada principal da lagoa","22660/2014","2014-09-25","57761","292604","não iniciada / já devia ter sido entregue"
"3029","POV EBENÉZIA - Zé Doca - MA","Municipal","Zé Doca","MA","rua do posto","22688/2014","2018-08-28","573827","4221869","em andamento / já devia ter sido entregue"
"3030","Melo viana - Ouro Verde de Minas - MG","Municipal","Ouro Verde de Minas","MG","zona rural","19632/2014",NA,"14976","292005","não iniciada"
"3031","Terreno Muncipal Bartolomeu dias - Ouro Verde de Minas - MG","Municipal","Ouro Verde de Minas","MG","comunidade quilombo santa cruz - ouro verde de minas - mg","19632/2014",NA,"14976","292005","não iniciada"
"3032","Pindaíba - Patis - MG","Municipal","Patis","MG","povoado de pindaíba do arroz","19635/2014","2019-04-30","347805","1083995","paralisada"
"3033","ESCOLA SÃO JOSÉ - Piranguçu - MG","Municipal","Piranguçu","MG","rua joaquim renó, esquina c/ r. expedita francisca antunes","19639/2014","2018-08-30","719319","1214174","em andamento / já devia ter sido entregue"
"3034","ÁREA DA ESCOLA DE SÃO JOSÉ DO JACARÉ","Municipal","Senhora do Porto","MG","rua são josé, são josé do jacaré, distrito de senhora do porto","19655/2014","2018-02-28","126700","210021","em andamento / já devia ter sido entregue"
"3035","Escola Municipal Indígena Mutum - Nova Nazaré - MT","Municipal","Nova Nazaré","MT","rua projetada ""acesso a rua projetada pela br-158""","22546/2014","2018-12-31","135535","281307","paralisada"
"3036","Escola Municipal Indígena Ubariré - Nova Nazaré - MT","Municipal","Nova Nazaré","MT","rua projetada","22546/2014","2018-12-31","31347","159127","paralisada"
"3037","CONSTRUÇÃO DA E M E F SÃO LÁZARO - Bujaru - PA","Municipal","Bujaru","PA","comunidade são lázaro traquateua","23561/2014","2018-07-22","101069","157602","em andamento / já devia ter sido entregue"
"3038","CONSTRUÇÃO DA ESCOLA SAGRADA FAMILIA - Bujaru - PA","Municipal","Bujaru","PA","comunidade são judas","23561/2014","2018-07-28","31449","157672","em andamento / já devia ter sido entregue"
"3039","EMEF VILA UNIÃO - Marabá - PA","Municipal","Marabá","PA","rua boa sorte - vila união km 140","22316/2014",NA,"531325","1220771","paralisada"
"3040","EMEF HERBERT DE SOUZA - Marabá - PA","Municipal","Marabá","PA","assentamento pa itacaiunas","22316/2014",NA,"443299","1220771","paralisada"
"3041","EMEF DOM PEDRO ll - Medicilândia - PA","Municipal","Medicilândia","PA","travessão do km 110 sul","22319/2014","2018-12-29","57043","292801","paralisada"
"3042","PRIMAVERA - Medicilândia - PA","Municipal","Medicilândia","PA","km 75 vicinal sul","22319/2014","2018-12-29","57043","292801","paralisada"
"3043","EMEF Benjamin Constant","Municipal","Medicilândia","PA","travessão do km 85 norte","22319/2014","2018-12-29","57043","292801","paralisada"
"3044","EMEF SANTA LUZIA - Curralinho - PA","Municipal","Curralinho","PA","rio canaticu","23153/2014","2016-12-30","58298","292279","paralisada / já devia ter sido entregue"
"3045","EMEF MASSARANDUBA - Curralinho - PA","Municipal","Curralinho","PA","rio","23153/2014","2016-12-30","296212","1215481","paralisada / já devia ter sido entregue"
"3046","EMEF SANTO INÁCIO - Curralinho - PA","Municipal","Curralinho","PA","rio","23153/2014","2016-12-30","58298","292279","paralisada / já devia ter sido entregue"
"3047","EMEF SANTA CRUZ DO PIRIA - Curralinho - PA","Municipal","Curralinho","PA","rio","23153/2014","2016-12-30","243222","1219395","paralisada / já devia ter sido entregue"
"3048","EMEF MARUARU - Curralinho - PA","Municipal","Curralinho","PA","rio","23153/2014","2016-12-30","84157","292279","paralisada / já devia ter sido entregue"
"3049","EMEF JOÃO GOMES DE CARVALHO - Curralinho - PA","Municipal","Curralinho","PA","rio","23153/2014","2016-12-30","58298","292279","paralisada / já devia ter sido entregue"
"3050","EMEF SÃO FRANCISCO DO PACA - Curralinho - PA","Municipal","Curralinho","PA","rio canaticu","23153/2014","2016-12-30","58298","292279","paralisada / já devia ter sido entregue"
"3051","EMEF SÃO JOSÉ DA POVOAÇÃO - Curralinho - PA","Municipal","Curralinho","PA","rio","23153/2014","2016-12-30","242406","1215303","paralisada / já devia ter sido entregue"
"3052","EMEF NOSSA SENHORA DO PERPÉTUO SOCORRO - Curralinho - PA","Municipal","Curralinho","PA","rio","23153/2014","2016-12-30","243219","1219379","paralisada / já devia ter sido entregue"
"3053","EMEF VILA RECREIO DO PIRIA - Curralinho - PA","Municipal","Curralinho","PA","vila recreio do piria","23153/2014","2016-12-30","243219","1219379","paralisada / já devia ter sido entregue"
"3054","Santo Antonio das Araras - Curralinho - PA","Municipal","Curralinho","PA","rio pará","23153/2014","2016-12-30","222704","1116526","paralisada / já devia ter sido entregue"
"3055","EMEF SANTA CATARINA - Curralinho - PA","Municipal","Curralinho","PA","rio","23153/2014","2016-12-30","58298","292279","paralisada / já devia ter sido entregue"
"3056","Castro Alves - Chaves - PA","Municipal","Chaves","PA","rio jaranduba","23564/2014","2018-08-03","31337","157106","paralisada / já devia ter sido entregue"
"3057","Cedro - Chaves - PA","Municipal","Chaves","PA","rio jurara","23564/2014","2016-04-11","31658","158718","não iniciada / já devia ter sido entregue"
"3058","Vila Nova - Chaves - PA","Municipal","Chaves","PA","vila nova nascimento","23564/2014",NA,"31744","159151","não iniciada"
"3059","Otacio de Paula - Chaves - PA","Municipal","Chaves","PA","rio jurupucu","23564/2014","2018-11-02","58224","291908","paralisada"
"3060","Croari - Chaves - PA","Municipal","Chaves","PA","croari","23564/2014",NA,"31731","159085","não iniciada"
"3061","Santo Antonio Arapixi - Chaves - PA","Municipal","Chaves","PA","rio arapixi","23564/2014",NA,"31702","158937","não iniciada"
"3062","Nossa Senhora de Nazaré - Chaves - PA","Municipal","Chaves","PA","ilha ciriaca","23564/2014","2018-10-05","31666","158755","paralisada"
"3063","Coatá - Chaves - PA","Municipal","Chaves","PA","rio coatá","23564/2014","2018-11-02","31493","157891","paralisada"
"3064","Kaloal - Chaves - PA","Municipal","Chaves","PA","rio kaloal","23564/2014","2018-12-03","31754","159199","paralisada"
"3065","Nossa Senhora De Belem - Chaves - PA","Municipal","Chaves","PA","ilha nova","23564/2014","2018-12-07","31673","158791","paralisada"
"3066","Cajueiro - Chaves - PA","Municipal","Chaves","PA","rio cajueiro","23564/2014","2018-12-07","39657","158518","paralisada"
"3067","Apaiari - Chaves - PA","Municipal","Chaves","PA","rio apaiari","23564/2014","2018-12-28","51923","158986","paralisada"
"3068","Luzignan Cavalheiro - Chaves - PA","Municipal","Chaves","PA","rio ubim - arapixi","23564/2014",NA,"31745","159152","não iniciada"
"3069","Baculandia - Chaves - PA","Municipal","Chaves","PA","rio baculandia","23564/2014","2018-06-11","31732","159090","paralisada / já devia ter sido entregue"
"3070","Santo Antonio - Chaves - PA","Municipal","Chaves","PA","capinal","23564/2014","2018-12-07","31702","158937","paralisada"
"3071","Martiniano Foro - Chaves - PA","Municipal","Chaves","PA","rio cururu","23564/2014","2017-05-16","31741","159134","em andamento / já devia ter sido entregue"
"3072","Boa Esperança - Chaves - PA","Municipal","Chaves","PA","rio marajatuba","23564/2014","2018-06-11","58224","291908","paralisada / já devia ter sido entregue"
"3073","Vila Araua - Chaves - PA","Municipal","Chaves","PA","vila araua","23564/2014",NA,"58224","291908","não iniciada"
"3074","Camuta - Chaves - PA","Municipal","Chaves","PA","comunidade ranchinho","23564/2014",NA,"31711","158983","não iniciada"
"3075","Domingos Gusmão - Chaves - PA","Municipal","Chaves","PA","rio santa almas","23564/2014","2018-09-07","31745","159154","paralisada"
"3076","Professor Paulo Freire - Chaves - PA","Municipal","Chaves","PA","camarãotuba - arapixi","23564/2014","2018-09-07","31702","158937","paralisada"
"3077","Areolino Pinho - Chaves - PA","Municipal","Chaves","PA","rio arapixi","23564/2014",NA,"31756","159207","não iniciada"
"3078","Edgar Guamá - Chaves - PA","Municipal","Chaves","PA","rio curtisal- ilha mexiana","23564/2014","2018-06-10","31749","159175","paralisada / já devia ter sido entregue"
"3079","Frei Faustino - Chaves - PA","Municipal","Chaves","PA","rio piratuba","23564/2014","2018-10-31","58224","291908","paralisada"
"3080","Felipe Dos Santos - Chaves - PA","Municipal","Chaves","PA","rio cururu","23564/2014","2018-11-30","45228","159137","paralisada"
"3081","Escola Ensino Fundamental - RURAL - Pedro Monteiro da Silva - Chaves - PA","Municipal","Chaves","PA","rio arrozal","23564/2014","2018-12-07","58224","291908","paralisada"
"3082","Celso Figueiredo - Chaves - PA","Municipal","Chaves","PA","rio jurara","23564/2014","2016-04-11","58224","291908","não iniciada / já devia ter sido entregue"
"3083","Do Carmo - São João do Araguaia - PA","Municipal","São João do Araguaia","PA","vicinal fortaleza","22336/2014","2018-08-15","941016","1050044","paralisada / já devia ter sido entregue"
"3084","Cidade do Povo - FUND 6 - 6° ao 9° ano - Rio Branco - AC","Estadual","Rio Branco","AC","cidade do povo","23908/2014",NA,"0","3626956","não iniciada"
"3085","Cidade do Povo - MEDIO 13 - Rio Branco - AC","Estadual","Rio Branco","AC","cidade do povo","23908/2014",NA,"0","4366627","não iniciada"
"3086","Cidade do Povo - FUND 12 - 1° ao 5° ano - Rio Branco - AC","Estadual","Rio Branco","AC","cidade do povo","23908/2014",NA,"0","2615338","não iniciada"
"3087","Cidade do Povo - FUND 1 - 1° ao 5º ano - Rio Branco - AC","Estadual","Rio Branco","AC","cidade do povo","23908/2014",NA,"0","2602671","não iniciada"
"3088","Cidade do Povo - FUND 9 - 6° ao 9° ano - Rio Branco - AC","Estadual","Rio Branco","AC","cidade do povo","23908/2014",NA,"0","3637314","não iniciada"
"3089","Cidade do Povo - MEDIO 10 - Rio Branco - AC","Estadual","Rio Branco","AC","cidade do povo","23908/2014","2018-07-17","2389496","4339959","em andamento / já devia ter sido entregue"
"3090","Cidade do Povo - FUND 11 - 1° ao 5° ano - Rio Branco - AC","Estadual","Rio Branco","AC","cidade do povo","23908/2014",NA,"0","2671674","não iniciada"
"3091","EMEF DE CAMPELO - Baião - PA","Municipal","Baião","PA","rua principal","32605/2014","2018-03-30","28011","143443","paralisada / já devia ter sido entregue"
"3092","EMEF DE JOANA PERES","Municipal","Baião","PA","avenida baião","32605/2014","2018-11-30","232510","1190680","paralisada"
"3093","EMEF DE DANIEL LUCAS - Baião - PA","Municipal","Baião","PA","travessa quinze","32605/2014","2018-03-30","69296","285471","paralisada / já devia ter sido entregue"
"3094","EMEF DE SANTA MARIA DO ANDIROBAL - Baião - PA","Municipal","Baião","PA","rua sem nome","32605/2014","2018-03-30","69297","285472","paralisada / já devia ter sido entregue"
"3095","EMEF DE UMARIZAL - Baião - PA","Municipal","Baião","PA","rua boa vista","32605/2014","2018-05-15","292378","1204474","paralisada / já devia ter sido entregue"
"3096","EMEF DE BAIXO SECO - Baião - PA","Municipal","Baião","PA","estrada do baixo seco","32605/2014","2018-03-30","154690","285471","paralisada / já devia ter sido entregue"
"3097","EMEF DE ARUMANZAL","Municipal","Baião","PA","rua  principal","32605/2014","2018-03-30","273357","1061524","paralisada / já devia ter sido entregue"
"3098","EMEF DE ENGENHO","Municipal","Baião","PA","rua nova","32605/2014","2018-07-31","76676","285471","paralisada / já devia ter sido entregue"
"3099","EMEF PARITÁ MIRI - Baião - PA","Municipal","Baião","PA","rua principal","32605/2014","2018-06-15","95832","284757","paralisada / já devia ter sido entregue"
"3100","Jatobá - São João dos Patos - MA","Municipal","São João dos Patos","MA","povoado jatobá dos nolêtos","22671/2014",NA,"312817","1077160","paralisada"
"3101","E. M. POVOADO SANTO ANTONIO - São Roberto - MA","Municipal","São Roberto","MA","rua projetada","22673/2014","2018-08-12","282530","1042195","em andamento / já devia ter sido entregue"
"3102","POV CENTRO DOS LIMAS","Municipal","Tufilândia","MA","rua 02","22680/2014","2018-08-28","148501","1091979","em andamento / já devia ter sido entregue"
"3103","POV BORGES","Municipal","Tufilândia","MA","rua da alegria","22680/2014","2017-04-05","166123","1221565","paralisada / já devia ter sido entregue"
"3104","POV CENTRO DOS CABRAL - Tufilândia - MA","Municipal","Tufilândia","MA","rua dr samuel","22680/2014","2017-02-11","38438","282647","paralisada / já devia ter sido entregue"
"3105","Escola Municipal Honorato José da Cruz - Goiatins - TO","Municipal","Goiatins","TO","rua palmeirante","19986/2014","2018-12-31","605758","1152879","paralisada"
"3106","SÃO FÉLIX - Praia Norte - TO","Municipal","Praia Norte","TO","rua projetada","20076/2014","2016-12-31","1037977","1221139","em andamento / já devia ter sido entregue"
"3107","ESCOLA DE ENSINO FUNDAMENTAL","Municipal","Itaju do Colônia","BA","rua h","19634/2014","2018-07-30","478343","1221243","em andamento / já devia ter sido entregue"
"3108","Terreno do Loteamento São João - Jeremoabo - BA","Municipal","Jeremoabo","BA","rua sem denominação 04","19642/2014","2018-03-30","613421","1219128","paralisada / já devia ter sido entregue"
"3109","Aleide Felix - Baliza - GO","Municipal","Baliza","GO","rua do ferro","19729/2014","2016-03-26","234643","1183505","paralisada / já devia ter sido entregue"
"3110","Terreno localizado na zona urbana - Aguanil - MG","Municipal","Aguanil","MG","avenida aureliano inácio","19571/2014","2018-07-20","833264","1096933","em andamento / já devia ter sido entregue"
"3111","RESIDENCIAL BELA SUÍÇA - Monte Carmelo - MG","Municipal","Monte Carmelo","MG","av: josé generoso","19630/2014",NA,"875615","4245445","paralisada"
"3112","CENTRO - Santa Efigênia de Minas - MG","Municipal","Santa Efigênia de Minas","MG","rua lino pereira","19645/2014","2018-08-31","941951","1191335","paralisada / já devia ter sido entregue"
"3113","Escola Caic - São João del Rei - MG","Municipal","São João del Rei","MG","avenida brasil","19650/2014","2016-12-30","667010","1221594","em andamento / já devia ter sido entregue"
"3114","ESCOLA  BELA VISTA - Alto Paraguai - MT","Municipal","Alto Paraguai","MT","rua getúlio vargas","23381/2014","2018-12-31","305681","1222883","paralisada"
"3115","QUADRA 155 - Comodoro - MT","Municipal","Comodoro","MT","rua das itaúbas, esquinas com a rua goiás","22525/2014","2017-01-04","544248","1106063","paralisada / já devia ter sido entregue"
"3116","EMENDA PARLAMENTAR 36820024 - Rio Preto - MG","Municipal","Rio Preto","MG","estrada mg 353, bairro vila verde","",NA,"0","sem informação","não iniciada"
